customer_id,signup_date,signup_month,plan,region,acquisition_channel,industry,seats,monthly_mrr,onboarding_completed,integrations_connected,weekly_active_days,support_tickets_90d,payment_failures_90d,csat_score,status,churn_month,churn_reason,tenure_months
CUST-0193,2025-12-27,2025-12-01,Growth,Europe,Organic,B2B SaaS,9,66.99,No,2,1.3,2,0,8.7,Churned,2026-03-01,Company downsized,3
CUST-0194,2026-02-26,2026-02-01,Business,APAC,Paid Search,Healthcare,19,145.63,Yes,4,4.7,0,0,8.0,Churned,2026-06-01,Price sensitivity,4
CUST-0195,2025-09-22,2025-09-01,Starter,North America,Organic,B2B SaaS,4,29.85,No,1,2.5,2,0,9.3,Churned,2026-05-01,Poor onboarding,8
CUST-0196,2025-10-15,2025-10-01,Business,Europe,Referral,Retail,14,136.14,Yes,2,3.2,0,0,7.8,Active,,,9
CUST-0197,2025-03-07,2025-03-01,Starter,MEA,Referral,Creator Tools,5,25.95,Yes,1,3.1,0,0,10.0,Churned,2025-07-01,Price sensitivity,4
CUST-0198,2025-11-13,2025-11-01,Growth,Europe,Organic,Retail,10,77.33,Yes,2,4.0,1,1,8.8,Active,,,8
CUST-0199,2026-02-10,2026-02-01,Starter,Europe,Partner,FinTech,4,29.26,Yes,3,5.3,0,0,8.9,Active,,,5
CUST-0200,2025-04-26,2025-04-01,Starter,North America,Partner,FinTech,1,24.57,Yes,0,4.5,1,0,8.4,Active,,,15
CUST-0201,2025-02-02,2025-02-01,Growth,APAC,Organic,B2B SaaS,9,85.25,Yes,1,3.8,1,0,7.3,Churned,2025-10-01,Switched competitor,8
CUST-0202,2025-03-04,2025-03-01,Business,Europe,Partner,Healthcare,16,142.39,No,4,4.4,2,0,5.9,Active,,,16
CUST-0203,2025-01-22,2025-01-01,Starter,North America,Partner,Creator Tools,7,28.67,Yes,2,4.8,2,0,8.5,Active,,,18
CUST-0204,2026-02-28,2026-02-01,Starter,APAC,Organic,B2B SaaS,1,25.83,Yes,1,5.0,0,0,8.1,Active,,,5
CUST-0205,2025-12-12,2025-12-01,Business,North America,Paid Search,Creator Tools,18,175.11,Yes,1,5.1,0,0,7.2,Active,,,7
CUST-0206,2026-02-16,2026-02-01,Business,APAC,Organic,Creator Tools,15,146.44,Yes,2,2.4,0,0,9.1,Active,,,5
CUST-0207,2025-02-21,2025-02-01,Starter,APAC,Partner,B2B SaaS,5,26.33,Yes,0,2.0,1,0,8.5,Churned,2026-01-01,Price sensitivity,11
CUST-0208,2025-01-06,2025-01-01,Growth,Europe,Paid Search,FinTech,10,74.30,Yes,0,2.4,2,0,7.4,Active,,,18
CUST-0209,2025-08-19,2025-08-01,Growth,LATAM,Paid Search,EdTech,8,77.20,No,1,1.8,3,1,7.0,Active,,,11
CUST-0210,2025-11-15,2025-11-01,Enterprise,Europe,Organic,FinTech,72,331.57,Yes,4,4.1,3,0,6.9,Active,,,8
CUST-0211,2025-07-27,2025-07-01,Growth,APAC,Paid Search,Healthcare,7,75.16,No,2,2.7,1,0,6.1,Active,,,12
CUST-0212,2026-01-07,2026-01-01,Growth,North America,Paid Search,B2B SaaS,5,79.02,No,1,0.4,1,0,7.6,Active,,,6
CUST-0213,2025-10-14,2025-10-01,Business,Europe,Paid Search,FinTech,22,166.27,Yes,4,6.8,0,0,8.3,Active,,,9
CUST-0214,2025-06-11,2025-06-01,Enterprise,Europe,Organic,Creator Tools,74,387.92,Yes,3,5.5,1,0,8.0,Active,,,13
CUST-0215,2025-11-10,2025-11-01,Growth,LATAM,Organic,B2B SaaS,4,82.84,Yes,3,4.2,1,0,8.8,Active,,,8
CUST-0216,2026-02-18,2026-02-01,Starter,LATAM,Referral,Retail,1,33.01,Yes,0,2.9,1,0,8.3,Active,,,5
CUST-0217,2025-12-10,2025-12-01,Starter,Europe,Paid Search,Creator Tools,1,25.54,Yes,2,2.8,2,0,6.0,Active,,,7
CUST-0218,2025-07-14,2025-07-01,Enterprise,MEA,Organic,Retail,70,369.13,Yes,4,5.0,1,1,8.0,Active,,,12
CUST-0219,2026-01-18,2026-01-01,Growth,North America,Partner,FinTech,9,70.30,Yes,2,5.6,1,0,9.8,Active,,,6
CUST-0220,2025-01-15,2025-01-01,Growth,North America,Organic,Healthcare,2,67.33,Yes,3,4.8,0,0,9.2,Active,,,18
CUST-0221,2025-05-06,2025-05-01,Growth,APAC,Organic,Retail,1,74.19,Yes,2,4.5,0,0,9.6,Active,,,14
CUST-0222,2025-11-04,2025-11-01,Growth,Europe,Content,Retail,4,66.72,No,1,2.1,3,0,6.9,Active,,,8
CUST-0223,2026-02-27,2026-02-01,Business,Europe,Paid Search,Creator Tools,19,161.37,Yes,3,4.1,2,2,7.7,Active,,,5
CUST-0224,2025-05-22,2025-05-01,Growth,North America,Paid Search,B2B SaaS,5,74.48,No,3,2.9,1,0,7.9,Active,,,14
CUST-0225,2025-02-26,2025-02-01,Starter,North America,Referral,Healthcare,1,32.38,Yes,0,3.5,1,0,8.2,Active,,,17
CUST-0226,2025-02-17,2025-02-01,Starter,APAC,Organic,EdTech,3,26.15,Yes,0,4.2,1,0,8.4,Active,,,17
CUST-0227,2025-10-21,2025-10-01,Starter,APAC,Content,B2B SaaS,1,30.44,No,1,2.0,3,0,7.0,Active,,,9
CUST-0228,2026-02-12,2026-02-01,Starter,LATAM,Referral,FinTech,1,27.14,Yes,2,4.5,3,0,8.2,Active,,,5
CUST-0229,2025-10-10,2025-10-01,Growth,North America,Organic,Retail,3,75.45,Yes,1,4.2,3,1,8.2,Active,,,9
CUST-0230,2025-04-19,2025-04-01,Starter,North America,Paid Search,EdTech,5,28.66,Yes,0,3.6,0,0,7.2,Active,,,15
CUST-0231,2025-07-10,2025-07-01,Growth,North America,Partner,EdTech,8,69.35,No,2,2.0,2,0,9.5,Churned,2025-10-01,Switched competitor,3
CUST-0232,2026-02-18,2026-02-01,Growth,APAC,Paid Search,FinTech,7,74.05,No,2,0.7,1,0,8.1,Churned,2026-04-01,Switched competitor,2
CUST-0233,2025-12-16,2025-12-01,Enterprise,North America,Referral,FinTech,69,371.22,Yes,4,5.2,2,0,7.8,Active,,,7
CUST-0234,2026-03-21,2026-03-01,Business,APAC,Organic,Retail,19,157.08,Yes,2,3.3,2,1,8.4,Active,,,4
CUST-0235,2025-07-28,2025-07-01,Starter,APAC,Referral,EdTech,1,27.91,Yes,1,4.2,0,0,7.9,Active,,,12
CUST-0236,2025-07-04,2025-07-01,Growth,Europe,Organic,FinTech,8,73.83,Yes,0,2.5,1,0,8.4,Active,,,12
CUST-0237,2025-05-06,2025-05-01,Growth,Europe,Content,B2B SaaS,4,77.19,Yes,1,2.1,2,3,7.8,Active,,,14
CUST-0238,2025-10-25,2025-10-01,Starter,APAC,Organic,B2B SaaS,2,28.66,No,1,3.4,1,0,8.0,Active,,,9
CUST-0239,2026-01-20,2026-01-01,Starter,Europe,Partner,EdTech,2,24.25,No,0,1.2,0,0,5.6,Churned,2026-02-01,Missing integration,1
CUST-0240,2026-01-25,2026-01-01,Business,Europe,Paid Search,Healthcare,19,109.88,Yes,1,3.9,3,1,6.7,Active,,,6
CUST-0241,2025-10-17,2025-10-01,Starter,APAC,Partner,Healthcare,3,25.23,Yes,1,4.4,1,0,9.5,Active,,,9
CUST-0242,2025-10-06,2025-10-01,Starter,Europe,Organic,Healthcare,3,27.44,Yes,2,4.3,0,1,9.2,Active,,,9
CUST-0243,2025-09-26,2025-09-01,Starter,Europe,Partner,B2B SaaS,1,29.74,Yes,0,4.2,2,0,6.5,Churned,2025-12-01,Company downsized,3
CUST-0244,2025-11-25,2025-11-01,Business,APAC,Paid Search,FinTech,17,117.71,No,2,3.7,1,1,6.4,Active,,,8
CUST-0245,2025-05-01,2025-05-01,Enterprise,North America,Organic,Creator Tools,67,340.07,Yes,3,5.4,1,0,8.3,Active,,,14
CUST-0246,2026-01-08,2026-01-01,Growth,North America,Content,Retail,7,90.68,Yes,1,4.2,2,0,7.5,Active,,,6
CUST-0247,2026-01-19,2026-01-01,Starter,Europe,Paid Search,Creator Tools,1,27.65,No,1,0.0,1,0,7.3,Churned,2026-02-01,Company downsized,1
CUST-0248,2025-06-13,2025-06-01,Growth,APAC,Organic,FinTech,1,77.50,Yes,1,2.2,3,2,5.8,Active,,,13
CUST-0249,2025-05-09,2025-05-01,Starter,North America,Organic,Retail,1,33.07,Yes,1,3.1,2,0,7.1,Active,,,14
CUST-0250,2026-02-19,2026-02-01,Business,Europe,Content,Retail,18,161.89,Yes,3,4.8,2,1,6.8,Active,,,5
CUST-0251,2026-01-15,2026-01-01,Enterprise,APAC,Paid Search,B2B SaaS,67,415.98,Yes,4,4.0,0,0,10.0,Active,,,6
CUST-0252,2025-09-07,2025-09-01,Starter,APAC,Paid Search,Creator Tools,3,31.48,Yes,0,3.4,2,0,8.1,Active,,,10
CUST-0253,2025-04-26,2025-04-01,Enterprise,North America,Referral,FinTech,66,340.79,Yes,6,7.0,0,0,9.7,Active,,,15
CUST-0254,2025-02-27,2025-02-01,Starter,APAC,Organic,B2B SaaS,2,25.36,Yes,2,3.2,3,0,7.7,Active,,,17
CUST-0255,2025-10-21,2025-10-01,Growth,MEA,Organic,Healthcare,8,73.05,Yes,0,3.3,1,0,8.4,Churned,2026-01-01,Switched competitor,3
CUST-0256,2025-06-21,2025-06-01,Starter,North America,Partner,Healthcare,2,32.17,No,1,2.6,0,0,7.4,Active,,,13
CUST-0257,2025-11-24,2025-11-01,Growth,North America,Organic,EdTech,6,75.38,Yes,3,4.1,1,3,7.0,Churned,2026-05-01,Switched competitor,6
CUST-0258,2025-11-28,2025-11-01,Business,LATAM,Paid Search,Retail,16,138.54,No,2,1.9,2,0,6.2,Active,,,8
CUST-0259,2025-11-18,2025-11-01,Starter,North America,Paid Search,EdTech,1,29.18,Yes,0,3.8,3,1,7.1,Active,,,8
CUST-0260,2026-01-10,2026-01-01,Starter,Europe,Organic,FinTech,6,23.63,No,0,0.9,2,0,6.7,Active,,,6
CUST-0261,2025-06-14,2025-06-01,Growth,Europe,Referral,Retail,10,79.27,No,1,1.2,3,1,5.5,Churned,2025-09-01,Payment failure,3
CUST-0262,2025-01-04,2025-01-01,Starter,North America,Paid Search,EdTech,1,21.54,Yes,3,5.3,2,0,9.5,Active,,,18
CUST-0263,2025-02-25,2025-02-01,Enterprise,North America,Referral,EdTech,65,424.73,Yes,6,7.0,1,2,9.6,Active,,,17
CUST-0264,2025-01-15,2025-01-01,Growth,North America,Partner,FinTech,7,82.56,Yes,2,3.7,0,0,10.0,Active,,,18
CUST-0265,2025-06-12,2025-06-01,Business,LATAM,Organic,EdTech,14,150.69,Yes,2,4.2,1,0,7.7,Active,,,13
CUST-0266,2025-07-03,2025-07-01,Starter,Europe,Partner,Healthcare,1,30.60,No,1,3.6,2,0,7.0,Churned,2025-09-01,Poor onboarding,2
CUST-0267,2025-01-13,2025-01-01,Starter,North America,Referral,Creator Tools,5,26.36,No,0,1.1,1,0,6.6,Active,,,18
CUST-0268,2025-02-05,2025-02-01,Growth,APAC,Paid Search,Creator Tools,1,62.88,Yes,1,3.0,0,0,9.3,Active,,,17
CUST-0269,2026-03-27,2026-03-01,Starter,Europe,Paid Search,Retail,3,33.27,Yes,0,4.3,2,0,8.6,Active,,,4
CUST-0270,2025-03-19,2025-03-01,Growth,Europe,Paid Search,Retail,5,59.46,No,3,2.9,3,0,7.9,Active,,,16
CUST-0271,2026-01-02,2026-01-01,Starter,APAC,Referral,Healthcare,1,24.27,No,2,3.0,2,0,5.5,Churned,2026-04-01,Price sensitivity,3
CUST-0272,2026-01-14,2026-01-01,Business,APAC,Partner,B2B SaaS,19,138.82,Yes,2,2.9,0,0,7.5,Active,,,6
CUST-0273,2025-07-11,2025-07-01,Growth,MEA,Referral,Creator Tools,1,80.07,No,0,2.3,2,0,6.8,Active,,,12
CUST-0274,2025-01-02,2025-01-01,Enterprise,Europe,Paid Search,Healthcare,68,382.31,Yes,5,6.2,1,0,10.0,Active,,,18
CUST-0275,2026-03-05,2026-03-01,Starter,Europe,Organic,Healthcare,1,24.76,Yes,0,2.8,3,1,7.5,Active,,,4
CUST-0276,2026-02-23,2026-02-01,Growth,LATAM,Partner,Healthcare,11,60.12,Yes,2,4.5,1,1,7.2,Active,,,5
CUST-0277,2026-01-24,2026-01-01,Growth,Europe,Organic,B2B SaaS,6,81.55,Yes,1,4.0,2,0,8.7,Churned,2026-05-01,Missing integration,4
CUST-0278,2025-07-16,2025-07-01,Growth,North America,Paid Search,EdTech,8,76.80,Yes,1,2.1,2,0,7.5,Active,,,12
CUST-0279,2025-12-08,2025-12-01,Starter,North America,Paid Search,B2B SaaS,3,30.00,No,2,3.4,1,0,8.8,Churned,2026-02-01,Missing integration,2
CUST-0280,2025-12-05,2025-12-01,Business,LATAM,Organic,EdTech,22,131.06,Yes,2,3.6,1,0,7.0,Active,,,7
CUST-0281,2025-05-18,2025-05-01,Starter,Europe,Referral,Retail,6,28.74,Yes,0,2.6,3,0,7.0,Churned,2025-07-01,Low product usage,2
CUST-0282,2025-11-22,2025-11-01,Starter,North America,Organic,B2B SaaS,2,26.08,Yes,1,5.0,1,1,6.8,Churned,2026-01-01,Low product usage,2
CUST-0283,2025-09-24,2025-09-01,Starter,North America,Paid Search,B2B SaaS,4,33.80,Yes,4,4.9,2,0,8.6,Active,,,10
CUST-0284,2025-07-13,2025-07-01,Growth,North America,Paid Search,B2B SaaS,4,67.85,Yes,1,3.1,0,0,10.0,Active,,,12
CUST-0285,2025-11-19,2025-11-01,Growth,APAC,Referral,Healthcare,1,79.20,Yes,4,3.6,3,0,6.5,Active,,,8
CUST-0286,2025-03-11,2025-03-01,Business,North America,Organic,Healthcare,13,160.18,No,1,1.1,3,2,8.5,Churned,2025-06-01,Switched competitor,3
CUST-0287,2025-05-01,2025-05-01,Starter,APAC,Paid Search,Retail,2,29.01,No,0,1.9,1,0,8.2,Churned,2025-07-01,Low product usage,2
CUST-0288,2026-03-15,2026-03-01,Business,Europe,Organic,Creator Tools,15,144.08,No,2,0.8,3,1,6.3,Active,,,4
CUST-0289,2025-10-23,2025-10-01,Business,Europe,Paid Search,EdTech,15,148.36,No,3,4.3,4,0,7.5,Active,,,9
CUST-0290,2026-01-15,2026-01-01,Starter,North America,Content,B2B SaaS,5,26.18,Yes,1,4.9,3,0,9.0,Active,,,6
CUST-0291,2025-08-11,2025-08-01,Growth,North America,Partner,B2B SaaS,3,75.02,No,2,2.2,1,0,6.3,Active,,,11
CUST-0292,2025-10-13,2025-10-01,Growth,MEA,Partner,FinTech,4,88.48,Yes,2,2.7,3,0,6.7,Active,,,9
CUST-0293,2025-02-10,2025-02-01,Starter,APAC,Paid Search,B2B SaaS,3,21.38,Yes,3,2.9,1,0,7.8,Active,,,17
CUST-0294,2025-10-16,2025-10-01,Growth,Europe,Partner,EdTech,6,75.67,Yes,1,2.2,1,1,8.1,Active,,,9
CUST-0295,2025-01-19,2025-01-01,Business,North America,Content,EdTech,17,157.80,Yes,3,4.5,0,0,7.4,Active,,,18
CUST-0296,2026-01-11,2026-01-01,Starter,Europe,Organic,Creator Tools,4,30.35,No,1,3.2,2,1,6.9,Churned,2026-04-01,Payment failure,3
CUST-0297,2026-03-10,2026-03-01,Growth,LATAM,Organic,Retail,3,61.55,No,1,2.5,1,0,7.5,Churned,2026-06-01,Low product usage,3
CUST-0298,2025-01-12,2025-01-01,Growth,APAC,Organic,FinTech,4,83.18,Yes,1,3.6,1,0,8.0,Active,,,18
CUST-0299,2025-11-01,2025-11-01,Business,North America,Referral,B2B SaaS,13,159.08,Yes,2,4.1,1,1,9.2,Active,,,8
CUST-0300,2026-02-10,2026-02-01,Growth,APAC,Partner,EdTech,5,70.74,Yes,3,3.8,0,0,9.5,Churned,2026-04-01,Low product usage,2
CUST-0301,2026-02-12,2026-02-01,Growth,MEA,Organic,Healthcare,10,76.59,Yes,1,3.9,2,1,8.4,Active,,,5
CUST-0302,2025-10-25,2025-10-01,Starter,APAC,Organic,Retail,1,28.11,No,0,2.8,3,0,6.7,Active,,,9
CUST-0303,2026-02-11,2026-02-01,Growth,North America,Paid Search,B2B SaaS,7,65.39,No,4,3.7,2,0,8.7,Active,,,5
CUST-0304,2025-06-01,2025-06-01,Enterprise,Europe,Organic,Retail,71,423.16,Yes,5,5.2,2,0,8.5,Active,,,13
CUST-0305,2025-02-01,2025-02-01,Growth,APAC,Organic,EdTech,4,89.47,Yes,0,4.3,1,0,6.8,Active,,,17
CUST-0306,2025-10-25,2025-10-01,Business,Europe,Organic,B2B SaaS,20,132.37,Yes,1,2.0,2,0,7.2,Active,,,9
CUST-0307,2025-07-06,2025-07-01,Growth,APAC,Referral,Healthcare,2,83.11,Yes,3,4.8,0,0,9.1,Active,,,12
CUST-0308,2025-03-18,2025-03-01,Growth,APAC,Paid Search,Creator Tools,6,84.35,Yes,3,4.6,2,0,8.8,Active,,,16
CUST-0309,2025-08-26,2025-08-01,Starter,APAC,Organic,B2B SaaS,1,29.00,Yes,2,3.5,0,0,7.7,Active,,,11
CUST-0310,2025-12-20,2025-12-01,Business,Europe,Paid Search,B2B SaaS,13,149.78,Yes,3,4.7,2,0,8.8,Active,,,7
CUST-0311,2025-08-19,2025-08-01,Growth,North America,Referral,Healthcare,1,85.24,Yes,2,3.6,0,0,9.7,Active,,,11
CUST-0312,2026-02-02,2026-02-01,Starter,Europe,Organic,B2B SaaS,3,25.13,Yes,0,3.7,1,0,6.5,Active,,,5
CUST-0313,2025-07-18,2025-07-01,Starter,North America,Organic,Retail,5,27.77,Yes,3,3.6,2,0,7.8,Active,,,12
CUST-0314,2026-03-05,2026-03-01,Starter,APAC,Paid Search,Creator Tools,4,25.89,No,0,0.7,0,0,5.6,Churned,2026-06-01,Payment failure,3
CUST-0315,2025-08-18,2025-08-01,Growth,North America,Organic,Creator Tools,2,62.74,No,3,3.8,3,3,8.9,Active,,,11
CUST-0316,2025-11-08,2025-11-01,Growth,APAC,Content,EdTech,5,80.25,Yes,1,2.2,1,1,7.4,Active,,,8
CUST-0317,2025-07-12,2025-07-01,Enterprise,APAC,Organic,EdTech,71,399.35,Yes,4,4.5,1,0,10.0,Active,,,12
CUST-0318,2025-06-03,2025-06-01,Starter,North America,Referral,Healthcare,5,27.99,Yes,0,2.8,3,0,7.5,Active,,,13
CUST-0319,2025-04-26,2025-04-01,Growth,Europe,Referral,EdTech,5,86.25,Yes,2,4.4,2,3,9.0,Active,,,15
CUST-0320,2025-10-27,2025-10-01,Starter,APAC,Referral,EdTech,1,28.75,Yes,0,2.0,1,2,8.1,Active,,,9
CUST-0321,2025-03-28,2025-03-01,Growth,North America,Referral,Creator Tools,4,76.76,Yes,3,4.2,2,2,7.2,Active,,,16
CUST-0322,2025-03-21,2025-03-01,Growth,Europe,Partner,FinTech,9,59.26,No,2,1.9,2,0,7.8,Active,,,16
CUST-0323,2025-08-17,2025-08-01,Starter,Europe,Organic,Healthcare,6,32.02,Yes,2,4.4,0,0,7.4,Active,,,11
CUST-0324,2025-03-22,2025-03-01,Business,APAC,Referral,FinTech,12,155.70,No,4,3.1,1,2,6.6,Active,,,16
CUST-0325,2025-11-25,2025-11-01,Starter,North America,Organic,EdTech,1,26.68,Yes,0,3.5,2,0,8.6,Active,,,8
CUST-0326,2025-10-14,2025-10-01,Starter,APAC,Content,B2B SaaS,2,33.71,Yes,0,3.6,2,0,8.7,Active,,,9
CUST-0327,2025-11-09,2025-11-01,Starter,North America,Paid Search,EdTech,1,29.58,Yes,2,3.6,2,1,6.1,Active,,,8
CUST-0328,2025-03-18,2025-03-01,Enterprise,North America,Partner,Creator Tools,74,434.28,Yes,3,6.1,1,1,7.8,Active,,,16
CUST-0329,2025-04-02,2025-04-01,Enterprise,APAC,Organic,Creator Tools,70,399.88,No,4,2.6,0,0,7.1,Active,,,15
CUST-0330,2026-01-21,2026-01-01,Starter,Europe,Referral,Creator Tools,3,27.12,No,2,3.5,2,0,7.0,Active,,,6
CUST-0331,2025-12-28,2025-12-01,Growth,APAC,Organic,EdTech,10,85.67,Yes,3,5.8,1,0,8.6,Active,,,7
CUST-0332,2025-03-20,2025-03-01,Starter,Europe,Referral,EdTech,6,27.67,Yes,0,1.9,0,0,6.7,Active,,,16
CUST-0333,2026-03-19,2026-03-01,Growth,North America,Content,FinTech,4,73.80,No,1,1.5,2,0,7.9,Active,,,4
CUST-0334,2026-01-21,2026-01-01,Growth,APAC,Organic,Creator Tools,10,82.56,Yes,1,6.2,2,0,7.9,Active,,,6
CUST-0335,2025-05-21,2025-05-01,Starter,Europe,Organic,FinTech,5,33.18,No,1,2.2,4,1,5.9,Churned,2025-06-01,Low product usage,1
CUST-0336,2025-09-21,2025-09-01,Growth,North America,Organic,FinTech,7,73.95,Yes,1,4.9,1,0,9.8,Active,,,10
CUST-0337,2025-11-25,2025-11-01,Growth,North America,Organic,Retail,7,88.03,Yes,2,2.9,2,0,6.4,Active,,,8
CUST-0338,2025-03-08,2025-03-01,Starter,APAC,Referral,Creator Tools,6,27.64,No,0,2.9,2,0,7.6,Churned,2025-11-01,Price sensitivity,8
CUST-0339,2025-12-02,2025-12-01,Starter,North America,Paid Search,Creator Tools,7,29.81,Yes,0,5.1,2,0,6.4,Active,,,7
CUST-0340,2025-09-07,2025-09-01,Growth,APAC,Organic,B2B SaaS,2,81.26,Yes,3,5.1,1,0,10.0,Active,,,10
CUST-0341,2025-01-16,2025-01-01,Growth,Europe,Paid Search,Creator Tools,4,75.41,Yes,2,2.2,1,0,9.1,Active,,,18
CUST-0342,2025-02-16,2025-02-01,Growth,North America,Paid Search,Retail,8,82.78,No,3,4.1,3,1,6.0,Active,,,17
CUST-0343,2025-01-21,2025-01-01,Starter,LATAM,Paid Search,EdTech,8,32.23,Yes,1,1.9,1,0,7.1,Active,,,18
CUST-0344,2025-12-02,2025-12-01,Starter,Europe,Partner,Healthcare,4,25.74,Yes,1,2.6,0,0,8.7,Active,,,7
CUST-0345,2026-03-19,2026-03-01,Business,APAC,Referral,FinTech,16,113.47,Yes,4,4.2,2,0,8.5,Active,,,4
CUST-0346,2025-10-10,2025-10-01,Growth,Europe,Partner,B2B SaaS,9,62.17,No,0,2.0,2,0,9.1,Churned,2025-12-01,Missing integration,2
CUST-0347,2025-08-22,2025-08-01,Growth,North America,Paid Search,Creator Tools,4,71.75,No,2,2.6,2,0,5.4,Active,,,11
CUST-0348,2025-11-23,2025-11-01,Growth,Europe,Paid Search,Retail,5,76.42,Yes,1,3.8,0,0,10.0,Churned,2026-05-01,Switched competitor,6
CUST-0349,2025-04-23,2025-04-01,Growth,APAC,Organic,FinTech,1,75.72,Yes,3,4.5,1,0,9.0,Active,,,15
CUST-0350,2025-10-04,2025-10-01,Enterprise,Europe,Paid Search,FinTech,69,467.67,No,6,4.9,2,0,6.9,Active,,,9
CUST-0351,2026-01-19,2026-01-01,Growth,APAC,Partner,Creator Tools,6,81.84,Yes,3,5.4,0,0,8.6,Active,,,6
CUST-0352,2025-11-19,2025-11-01,Growth,APAC,Referral,FinTech,5,74.87,Yes,2,2.9,1,0,7.2,Active,,,8
CUST-0353,2025-02-22,2025-02-01,Starter,North America,Referral,Healthcare,2,29.04,Yes,2,4.2,0,0,9.1,Active,,,17
CUST-0354,2026-01-14,2026-01-01,Growth,Europe,Referral,Retail,9,72.82,Yes,1,4.0,3,3,9.8,Active,,,6
CUST-0355,2025-11-09,2025-11-01,Starter,Europe,Partner,FinTech,2,25.65,Yes,1,2.9,2,0,6.5,Active,,,8
CUST-0356,2025-06-21,2025-06-01,Business,Europe,Partner,Healthcare,27,128.43,Yes,3,2.9,1,0,7.4,Active,,,13
CUST-0357,2025-09-14,2025-09-01,Business,APAC,Paid Search,B2B SaaS,19,120.98,No,1,3.3,1,0,9.3,Active,,,10
CUST-0358,2025-08-12,2025-08-01,Starter,North America,Partner,EdTech,1,27.80,Yes,1,3.7,0,0,6.2,Active,,,11
CUST-0359,2025-06-23,2025-06-01,Growth,North America,Partner,FinTech,7,89.76,Yes,0,3.1,0,0,10.0,Active,,,13
CUST-0360,2025-12-17,2025-12-01,Business,APAC,Partner,EdTech,21,162.97,Yes,1,4.1,0,0,7.5,Active,,,7
CUST-0361,2025-11-25,2025-11-01,Enterprise,North America,Organic,B2B SaaS,70,379.30,Yes,5,7.0,1,0,9.9,Active,,,8
CUST-0362,2025-09-14,2025-09-01,Starter,North America,Referral,Retail,2,33.06,No,1,0.0,2,0,7.1,Churned,2026-04-01,Low product usage,7
CUST-0363,2026-03-19,2026-03-01,Starter,North America,Paid Search,B2B SaaS,1,33.48,No,0,1.6,3,0,5.2,Active,,,4
CUST-0364,2025-03-07,2025-03-01,Enterprise,LATAM,Paid Search,B2B SaaS,71,446.07,Yes,4,2.4,2,0,7.0,Active,,,16
CUST-0365,2025-06-15,2025-06-01,Starter,North America,Referral,B2B SaaS,1,24.02,Yes,0,2.8,0,0,8.8,Active,,,13
CUST-0366,2026-02-07,2026-02-01,Business,LATAM,Referral,B2B SaaS,17,144.97,Yes,2,5.7,2,0,6.7,Active,,,5
CUST-0367,2025-10-04,2025-10-01,Business,LATAM,Organic,Healthcare,13,141.74,No,2,3.8,4,0,8.4,Active,,,9
CUST-0368,2026-01-13,2026-01-01,Starter,APAC,Content,Creator Tools,9,28.62,Yes,0,3.9,2,0,7.9,Churned,2026-05-01,Price sensitivity,4
CUST-0369,2025-04-20,2025-04-01,Growth,APAC,Partner,Retail,6,65.74,No,2,1.8,1,0,7.6,Active,,,15
CUST-0370,2026-02-04,2026-02-01,Starter,North America,Paid Search,Creator Tools,4,28.84,Yes,0,3.9,3,1,7.8,Active,,,5
CUST-0371,2025-03-22,2025-03-01,Growth,Europe,Paid Search,Creator Tools,6,79.26,Yes,2,3.1,0,0,8.4,Active,,,16
CUST-0372,2026-02-12,2026-02-01,Business,Europe,Referral,B2B SaaS,16,126.33,Yes,3,5.4,2,0,7.9,Active,,,5
CUST-0373,2025-12-28,2025-12-01,Starter,North America,Organic,Healthcare,1,27.00,Yes,0,2.2,1,0,7.6,Churned,2026-04-01,Missing integration,4
CUST-0374,2026-01-11,2026-01-01,Starter,North America,Content,FinTech,2,31.11,Yes,2,5.2,0,0,8.8,Active,,,6
CUST-0375,2025-11-03,2025-11-01,Growth,Europe,Partner,Healthcare,4,81.99,Yes,2,2.9,1,0,6.3,Active,,,8
CUST-0376,2025-05-17,2025-05-01,Growth,APAC,Organic,EdTech,1,71.08,Yes,3,3.8,1,0,9.4,Active,,,14
CUST-0377,2025-11-25,2025-11-01,Business,LATAM,Partner,EdTech,14,137.90,Yes,2,4.6,0,0,7.9,Active,,,8
CUST-0378,2025-06-10,2025-06-01,Growth,North America,Partner,Creator Tools,6,76.83,Yes,0,3.4,2,0,4.0,Active,,,13
CUST-0379,2025-06-01,2025-06-01,Starter,APAC,Partner,FinTech,1,33.47,No,2,3.0,5,0,7.2,Active,,,13
CUST-0380,2025-11-03,2025-11-01,Starter,APAC,Referral,FinTech,1,28.48,Yes,1,3.4,0,1,10.0,Active,,,8
CUST-0381,2025-03-26,2025-03-01,Starter,APAC,Referral,B2B SaaS,1,30.38,No,1,1.7,2,0,7.9,Active,,,16
CUST-0382,2025-06-14,2025-06-01,Growth,North America,Organic,FinTech,2,86.87,Yes,4,4.6,0,2,7.3,Active,,,13
CUST-0383,2026-01-08,2026-01-01,Starter,Europe,Partner,B2B SaaS,6,28.95,Yes,1,3.1,2,1,6.6,Active,,,6
CUST-0384,2025-06-28,2025-06-01,Business,LATAM,Partner,B2B SaaS,18,130.43,Yes,2,6.3,2,2,7.3,Active,,,13
CUST-0385,2026-03-04,2026-03-01,Business,APAC,Paid Search,Healthcare,19,159.34,Yes,2,2.7,0,0,6.4,Active,,,4
